,1:3:2:5:4
Signature.1,0.0333759361815
Signature.2,0.0830749940761
Signature.3,0.0315746524598
Signature.4,0.0
Signature.5,0.025875313974
Signature.6,0.0
Signature.7,0.0540057833949
Signature.8,0.0
Signature.9,0.21676278698
Signature.10,0.0455421411224
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0367193849259
Signature.19,0.0
Signature.20,0.175781881517
Signature.21,0.0
Signature.22,0.0117781165789
Signature.23,0.0
Signature.24,0.0548642373075
Signature.25,0.0105662822292
Signature.26,0.0
Signature.27,0.0
Signature.28,0.204464568694
Signature.29,0.0
Signature.30,0.0156139205582
