,11:10:1:2:5:7:6:9:8,3:4
Signature.1,0.0,0.0599062929621
Signature.2,0.258337575399,0.0
Signature.3,0.0,0.0
Signature.4,0.0104960139377,0.124623738294
Signature.5,0.0,0.0789388756339
Signature.6,0.0164435827662,0.10323238936
Signature.7,0.0609931946451,0.0362726045445
Signature.8,0.129902199356,0.0
Signature.9,0.0,0.0
Signature.10,0.0279028608085,0.0
Signature.11,0.0194931459638,0.0
Signature.12,0.122234957865,0.0223990877831
Signature.13,0.0,0.0259667286022
Signature.14,0.0,0.12617444939
Signature.15,0.0127687770469,0.0
Signature.16,0.0,0.0
Signature.17,0.0,0.0
Signature.18,0.0,0.0
Signature.19,0.0294208954423,0.0
Signature.20,0.0,0.0
Signature.21,0.0,0.316589360997
Signature.22,0.0,0.0
Signature.23,0.0,0.0
Signature.24,0.0150637191998,0.0
Signature.25,0.198861113507,0.0
Signature.26,0.0,0.0
Signature.27,0.0621293813135,0.0
Signature.28,0.0,0.0
Signature.29,0.0107171244837,0.0
Signature.30,0.0252354582656,0.105896472434
