,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.071731606794
Signature.2,0.0
Signature.3,0.263440796383
Signature.4,0.0511382952526
Signature.5,0.0604750790301
Signature.6,0.0179678136922
Signature.7,0.15329464756
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0166402375141
Signature.16,0.0
Signature.17,0.0110137515518
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0606005550891
Signature.24,0.0126836618639
Signature.25,0.0292536123354
Signature.26,0.0
Signature.27,0.210767349836
Signature.28,0.0409925930978
Signature.29,0.0
Signature.30,0.0
