,1:3,2
Signature.1,0.0,0.03314500721
Signature.2,0.0,0.0
Signature.3,0.0,0.0283799448107
Signature.4,0.0,0.0158968396498
Signature.5,0.0679347200164,0.0
Signature.6,0.0,0.0
Signature.7,0.0226591230995,0.0143135293696
Signature.8,0.0,0.0
Signature.9,0.153170737657,0.0
Signature.10,0.0386603326661,0.0
Signature.11,0.0,0.0
Signature.12,0.0151988968099,0.0159309432042
Signature.13,0.0978584053924,0.0125584139276
Signature.14,0.091750920453,0.0
Signature.15,0.0,0.0
Signature.16,0.0,0.0
Signature.17,0.0,0.202399199852
Signature.18,0.0,0.0299505841919
Signature.19,0.0615789309653,0.0
Signature.20,0.0323891373689,0.0578257663472
Signature.21,0.178202056123,0.0
Signature.22,0.0,0.0271668771469
Signature.23,0.105899620237,0.072078893345
Signature.24,0.0,0.0
Signature.25,0.0,0.232303751879
Signature.26,0.108703194576,0.182046657458
Signature.27,0.0,0.0
Signature.28,0.0259939246361,0.0348647254412
Signature.29,0.0,0.0
Signature.30,0.0,0.0411388661666
