,1,3,2
Signature.1,0.0,0.134547406006,0.0375638036743
Signature.2,0.0271793317261,0.0764792498241,0.0113324371713
Signature.3,0.0,0.038380857078,0.138242224629
Signature.4,0.0544324664366,0.0,0.0
Signature.5,0.0158904919262,0.0,0.0
Signature.6,0.0156824323248,0.085885477438,0.0
Signature.7,0.0113488550856,0.0,0.0
Signature.8,0.0445125723995,0.10288944072,0.0178556616975
Signature.9,0.0,0.0,0.0
Signature.10,0.0109426368885,0.0,0.0132814789803
Signature.11,0.0,0.0,0.0
Signature.12,0.0546108286575,0.117824992001,0.0144696483298
Signature.13,0.0436989830544,0.0128516914653,0.0234994076632
Signature.14,0.0,0.0,0.0
Signature.15,0.0969403010639,0.0461267996298,0.0
Signature.16,0.0,0.0,0.0
Signature.17,0.0153730365989,0.0,0.0381883822483
Signature.18,0.0,0.039932043581,0.0
Signature.19,0.143180770405,0.0,0.15386351804
Signature.20,0.0,0.0,0.0922571056908
Signature.21,0.0,0.0,0.0200003171438
Signature.22,0.0,0.0,0.0
Signature.23,0.0173163462937,0.0956829784959,0.0491839112232
Signature.24,0.0134049167269,0.106273376262,0.0
Signature.25,0.0,0.0,0.0
Signature.26,0.0,0.124643989274,0.390262103508
Signature.27,0.018358481964,0.0,0.0
Signature.28,0.0,0.0,0.0
Signature.29,0.417127548448,0.018481698225,0.0
Signature.30,0.0,0.0,0.0
