,11:10:1:2:5:9:8,3,4,7:6
Signature.1,0.0,0.130440696456,0.0,0.0729577902825
Signature.2,0.0205508774599,0.0,0.0738209755679,0.0
Signature.3,0.0,0.132174221813,0.0368353985984,0.0992219637333
Signature.4,0.0796317726294,0.140054723632,0.0105673523547,0.0
Signature.5,0.0,0.0,0.0,0.0274716031662
Signature.6,0.016513234505,0.0,0.189914933237,0.0
Signature.7,0.0,0.0,0.095307710378,0.0
Signature.8,0.0357587848685,0.0,0.0,0.0
Signature.9,0.0,0.0,0.0452483257977,0.0154331500037
Signature.10,0.101778816169,0.092652623157,0.0,0.0140447006097
Signature.11,0.0,0.0,0.092931986564,0.0
Signature.12,0.114571284672,0.0,0.0250727052988,0.0492657878912
Signature.13,0.0,0.0545494222914,0.0501453806856,0.0378458193915
Signature.14,0.0492084235595,0.270798754978,0.0648301291241,0.0
Signature.15,0.0562133560406,0.0421676544868,0.0783490282251,0.213915258449
Signature.16,0.0,0.0,0.0,0.0
Signature.17,0.0,0.0,0.0472580228695,0.0
Signature.18,0.0,0.0,0.0334282926067,0.0
Signature.19,0.0630886674937,0.0,0.0,0.0225473009049
Signature.20,0.0,0.0,0.0,0.18515709209
Signature.21,0.0126359544754,0.0,0.0275354411412,0.0
Signature.22,0.0218831571021,0.0,0.0417454929799,0.0
Signature.23,0.0118843682202,0.0370034548725,0.0381059201042,0.0
Signature.24,0.0,0.0,0.0247050619322,0.0590193784201
Signature.25,0.010524528126,0.0,0.0,0.0
Signature.26,0.220736614999,0.0,0.0109161489561,0.0
Signature.27,0.120131612984,0.0694720853612,0.0,0.0
Signature.28,0.0,0.0164070902282,0.0,0.120628120136
Signature.29,0.0,0.0142792727238,0.0,0.0193640682223
Signature.30,0.0648885466959,0.0,0.013281693579,0.0631279666997
