,1:3:2
Signature.1,0.111637663106
Signature.2,0.0
Signature.3,0.0450804181463
Signature.4,0.0324074113452
Signature.5,0.024541884595
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.115403247281
Signature.11,0.0
Signature.12,0.0114894790366
Signature.13,0.0401464570554
Signature.14,0.0
Signature.15,0.0118452805301
Signature.16,0.0425153030997
Signature.17,0.0
Signature.18,0.0197947862459
Signature.19,0.0109412044231
Signature.20,0.258140749133
Signature.21,0.0184814009081
Signature.22,0.0
Signature.23,0.0109955517354
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0141345155011
Signature.28,0.129221942073
Signature.29,0.0777400392076
Signature.30,0.025482666577
