,11:9:10,1:3:5:7:6:8,2,4
Signature.1,0.0,0.0,0.0,0.0
Signature.2,0.0,0.0556648416832,0.0118342894486,0.0803220867682
Signature.3,0.0541179371466,0.021361706199,0.0,0.0
Signature.4,0.0,0.125309238993,0.0,0.0591485492713
Signature.5,0.0,0.0154820125592,0.147714262799,0.0
Signature.6,0.0238225833763,0.0,0.119477960305,0.113910009748
Signature.7,0.13163406929,0.0959598774951,0.0,0.0
Signature.8,0.0,0.0,0.397310111867,0.0
Signature.9,0.0,0.0671894994542,0.076865225903,0.0
Signature.10,0.0738614700501,0.11937019677,0.0,0.0
Signature.11,0.0390068462719,0.0,0.0,0.0
Signature.12,0.0,0.0,0.0,0.0
Signature.13,0.0,0.0,0.0,0.0327625320033
Signature.14,0.0501777098046,0.0316666380822,0.0,0.0
Signature.15,0.0,0.023728480017,0.0,0.0606164766441
Signature.16,0.0,0.0,0.0185481655512,0.0
Signature.17,0.131566034811,0.0854511129002,0.0,0.0
Signature.18,0.0,0.173392486058,0.0,0.0284415654067
Signature.19,0.0,0.106573426888,0.0,0.0
Signature.20,0.0,0.0,0.0225463216364,0.0
Signature.21,0.206189412956,0.0,0.0,0.321708182748
Signature.22,0.0,0.0,0.0,0.0
Signature.23,0.0,0.0,0.0,0.209911429671
Signature.24,0.0,0.0,0.0130033645052,0.0
Signature.25,0.0445263624424,0.0788504829009,0.0,0.0
Signature.26,0.0,0.0,0.0,0.020660065938
Signature.27,0.0291431954926,0.0,0.0973294188212,0.0
Signature.28,0.0,0.0,0.0282553203666,0.0
Signature.29,0.0649597392755,0.0,0.0,0.0725191018009
Signature.30,0.150994639083,0.0,0.0671155587962,0.0
