,1:3:5:7:6:9,2,4,8
Signature.1,0.0,0.165403217649,0.0159307426235,0.0
Signature.2,0.0784555367606,0.0843509600951,0.036500581259,0.0610534493749
Signature.3,0.0878777562696,0.0647551499007,0.0,0.0
Signature.4,0.0,0.086565877635,0.0,0.0
Signature.5,0.0,0.0,0.0996665067935,0.0
Signature.6,0.0,0.0,0.0,0.0220146252702
Signature.7,0.0,0.0288849920841,0.299649777282,0.0
Signature.8,0.187334775338,0.296128148085,0.0,0.0242746212714
Signature.9,0.0226347544187,0.0,0.0,0.0
Signature.10,0.0552638046216,0.0424839756145,0.0,0.0
Signature.11,0.0,0.0,0.0,0.0
Signature.12,0.0153369656142,0.0,0.0,0.0
Signature.13,0.025326584735,0.0,0.0399254312661,0.0
Signature.14,0.0,0.0228663693265,0.0320523622111,0.0429690822549
Signature.15,0.0471830557794,0.0,0.0104833715872,0.0124477508451
Signature.16,0.0,0.0155709916175,0.0,0.0
Signature.17,0.0,0.0110896646296,0.0,0.56662203475
Signature.18,0.0481304237126,0.0,0.0,0.0339733600246
Signature.19,0.0,0.0,0.029640655357,0.0
Signature.20,0.0745098759928,0.0,0.0,0.164983265346
Signature.21,0.0,0.0272388316651,0.0142819019569,0.0
Signature.22,0.0375360838016,0.0,0.0,0.0
Signature.23,0.0,0.106815721358,0.0,0.0
Signature.24,0.161448277017,0.0130553456533,0.0,0.033769853298
Signature.25,0.0939115738176,0.0,0.0177309982086,0.0
Signature.26,0.0,0.0347907546861,0.0,0.0152090060687
Signature.27,0.0159813717547,0.0,0.0255315985108,0.0
Signature.28,0.0,0.0,0.121653826541,0.0
Signature.29,0.0490691603663,0.0,0.256952246404,0.0226829514964
Signature.30,0.0,0.0,0.0,0.0
