,1,3,2
Signature.1,0.0196640212135,0.0,0.0
Signature.2,0.0,0.0,0.0
Signature.3,0.104736722154,0.15368273485,0.0137884233294
Signature.4,0.0,0.0,0.06525272815
Signature.5,0.0,0.0,0.0
Signature.6,0.0,0.0,0.0
Signature.7,0.0,0.0,0.0370282757652
Signature.8,0.0,0.108515538783,0.0
Signature.9,0.0,0.0,0.0436416997455
Signature.10,0.0148200492741,0.217177106944,0.167318906596
Signature.11,0.0519069977479,0.0,0.0
Signature.12,0.0111140895081,0.178363033406,0.0601193812561
Signature.13,0.16486709106,0.0,0.0
Signature.14,0.0212397881579,0.0,0.0617452739557
Signature.15,0.0,0.0,0.173146151406
Signature.16,0.0,0.0561259999911,0.0
Signature.17,0.0,0.026199212795,0.0
Signature.18,0.227415205691,0.0,0.0220610647197
Signature.19,0.0104236570016,0.0,0.0
Signature.20,0.0,0.0268987249647,0.0
Signature.21,0.0,0.141303818225,0.0
Signature.22,0.0251844405881,0.0713874391283,0.0698198313606
Signature.23,0.126877293482,0.0,0.0
Signature.24,0.0,0.0,0.147511513836
Signature.25,0.0,0.0,0.0854449373135
Signature.26,0.0,0.0,0.0195791636149
Signature.27,0.0688672604334,0.0203463909128,0.0
Signature.28,0.0,0.0,0.0335426489514
Signature.29,0.116470950739,0.0,0.0
Signature.30,0.0364124329492,0.0,0.0
