,11:10:1:3:5:4:6:9:8,2,7
Signature.1,0.0,0.0,0.0
Signature.2,0.0146906891618,0.0,0.0
Signature.3,0.0,0.0108572296506,0.0288100715356
Signature.4,0.0,0.0546706648009,0.0
Signature.5,0.0,0.0,0.0
Signature.6,0.0152426827006,0.0,0.0
Signature.7,0.129623523506,0.301943881413,0.0668585480192
Signature.8,0.0,0.0,0.0
Signature.9,0.063867691681,0.0,0.10408879815
Signature.10,0.0217950960886,0.0151252845781,0.0
Signature.11,0.0,0.0,0.0
Signature.12,0.0188394694952,0.0564784169249,0.0
Signature.13,0.0,0.0174779517796,0.195591835305
Signature.14,0.0,0.0,0.0
Signature.15,0.130067927396,0.0,0.0685590474279
Signature.16,0.0488976078381,0.0190495018472,0.0
Signature.17,0.0,0.0,0.0
Signature.18,0.0280666832095,0.0519502676482,0.0
Signature.19,0.0249473526689,0.0532999595811,0.183677094461
Signature.20,0.0,0.037637146,0.0386985035744
Signature.21,0.333371009753,0.0,0.181107904349
Signature.22,0.0350135922589,0.12159517107,0.0
Signature.23,0.0,0.0817106160126,0.0
Signature.24,0.053291686663,0.0,0.0429211285269
Signature.25,0.0,0.150186336669,0.0
Signature.26,0.0,0.0,0.0
Signature.27,0.0655728572103,0.0,0.089687068651
Signature.28,0.0,0.0157390473924,0.0
Signature.29,0.0,0.0122785246314,0.0
Signature.30,0.016712130369,0.0,0.0
