,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0186800000249
Signature.2,0.0686134664996
Signature.3,0.0203296849803
Signature.4,0.343778529735
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0196990676896
Signature.10,0.0
Signature.11,0.0191679069084
Signature.12,0.0
Signature.13,0.0
Signature.14,0.277294722264
Signature.15,0.0
Signature.16,0.0323500104835
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0751315832412
Signature.21,0.0
Signature.22,0.0111081626842
Signature.23,0.0704500996835
Signature.24,0.016670708989
Signature.25,0.0
Signature.26,0.0267260568173
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
