,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0478127782329
Signature.2,0.0181592498264
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0495919986555
Signature.7,0.0164837139583
Signature.8,0.0
Signature.9,0.0253245099842
Signature.10,0.160571887223
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0216852311813
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0517674663623
Signature.19,0.0478091378254
Signature.20,0.0
Signature.21,0.20196222012
Signature.22,0.127032921351
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0104586800311
Signature.26,0.0
Signature.27,0.0255456134198
Signature.28,0.195794591829
Signature.29,0.0
Signature.30,0.0
