,1:3:2:5:4:7:6
Signature.1,0.0181901833294
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0212551783044
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0317819017482
Signature.8,0.140929368545
Signature.9,0.0115714492681
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0261128218503
Signature.13,0.0551047759348
Signature.14,0.145905319724
Signature.15,0.0589232475217
Signature.16,0.0
Signature.17,0.0859453188433
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0345001872574
Signature.24,0.0528000598396
Signature.25,0.0743932352769
Signature.26,0.0457399855315
Signature.27,0.0139661863563
Signature.28,0.0
Signature.29,0.182880780669
Signature.30,0.0
