,11:10:1:3:2:5:7:6:8,4,9
Signature.1,0.0,0.0,0.0526047847689
Signature.2,0.0,0.0,0.0215644808732
Signature.3,0.0,0.0,0.0492885946804
Signature.4,0.0,0.0,0.0642156014916
Signature.5,0.0397460567012,0.0217504173843,0.0184982746915
Signature.6,0.0,0.0131506250696,0.0634064042491
Signature.7,0.0119087997865,0.0103376861086,0.0
Signature.8,0.0,0.135257791664,0.0248227140722
Signature.9,0.0259214548932,0.0471784661862,0.0624890857942
Signature.10,0.0991776132405,0.0,0.0
Signature.11,0.0,0.0318280433991,0.0443428113915
Signature.12,0.114021044605,0.0104235518879,0.0543295689856
Signature.13,0.0,0.0,0.0
Signature.14,0.0,0.0144159755622,0.0274061498592
Signature.15,0.0138730798484,0.0402902596627,0.0
Signature.16,0.0,0.0,0.0
Signature.17,0.0747202967517,0.146123268582,0.0143245603647
Signature.18,0.0,0.0,0.0
Signature.19,0.0553164514269,0.0,0.0
Signature.20,0.105116269455,0.0276813797554,0.244714821398
Signature.21,0.199927350428,0.0,0.0414639141629
Signature.22,0.0300031008252,0.0,0.0
Signature.23,0.0,0.0,0.0141293625222
Signature.24,0.0,0.214203005549,0.0
Signature.25,0.0,0.0914304855221,0.0586414732761
Signature.26,0.0,0.0279540445038,0.143757397418
Signature.27,0.0,0.0155091263436,0.0
Signature.28,0.211924641672,0.0,0.0
Signature.29,0.0183438403661,0.0948175717903,0.0
Signature.30,0.0,0.0576483010287,0.0
