,11:10:13:12:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0187599150463
Signature.6,0.0328791181669
Signature.7,0.0
Signature.8,0.0922686504703
Signature.9,0.0
Signature.10,0.103758103817
Signature.11,0.173789690794
Signature.12,0.0
Signature.13,0.0967046028323
Signature.14,0.22290395528
Signature.15,0.0710633424623
Signature.16,0.0
Signature.17,0.0442485405773
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0521637518687
Signature.21,0.0
Signature.22,0.0229564468509
Signature.23,0.0
Signature.24,0.0176268579735
Signature.25,0.0195440894035
Signature.26,0.0
Signature.27,0.0313329344578
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
