,11:10:13:12:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0104062188755
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0293914671034
Signature.7,0.433929502562
Signature.8,0.0155291632374
Signature.9,0.0355944859759
Signature.10,0.0155999890314
Signature.11,0.0
Signature.12,0.0
Signature.13,0.05506880095
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0185973189014
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0115548227338
Signature.22,0.0366768204496
Signature.23,0.0572510686741
Signature.24,0.0
Signature.25,0.0127274249828
Signature.26,0.0740131605669
Signature.27,0.0
Signature.28,0.036182944407
Signature.29,0.0
Signature.30,0.157476811549
