,11:10:13:12:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.10473547648
Signature.6,0.064970135229
Signature.7,0.015416422693
Signature.8,0.0261121782039
Signature.9,0.0162765053674
Signature.10,0.0
Signature.11,0.0454836904956
Signature.12,0.0
Signature.13,0.0374597972335
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.115129374455
Signature.20,0.0329857902427
Signature.21,0.0349088324198
Signature.22,0.0
Signature.23,0.0
Signature.24,0.260270576762
Signature.25,0.0741398574997
Signature.26,0.0466209096632
Signature.27,0.0
Signature.28,0.125490453255
Signature.29,0.0
Signature.30,0.0
