,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0876149363725
Signature.4,0.0
Signature.5,0.0164631714273
Signature.6,0.0434383757972
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.102674827826
Signature.12,0.0
Signature.13,0.119169084159
Signature.14,0.220077711021
Signature.15,0.132272906753
Signature.16,0.20975138951
Signature.17,0.0301040550734
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0384335420603
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
