,11:1:3:2:5:4:7:6:9:8,10
Signature.1,0.152331439634,0.022793554186
Signature.2,0.0,0.0256601252007
Signature.3,0.0,0.0683761003169
Signature.4,0.0,0.0191092807318
Signature.5,0.0,0.0
Signature.6,0.0720123022684,0.112226398605
Signature.7,0.0,0.0320014616852
Signature.8,0.0796365902795,0.0
Signature.9,0.0203649343655,0.0189460917835
Signature.10,0.34097632609,0.154850058762
Signature.11,0.0,0.111817145935
Signature.12,0.0329108972509,0.0
Signature.13,0.0,0.0
Signature.14,0.128520923051,0.0
Signature.15,0.0,0.109620436973
Signature.16,0.0,0.0365300705292
Signature.17,0.0152980889737,0.0
Signature.18,0.0,0.0
Signature.19,0.0,0.0492466208112
Signature.20,0.0,0.0
Signature.21,0.0,0.0
Signature.22,0.0,0.0
Signature.23,0.0,0.0
Signature.24,0.0262420971454,0.0383661250253
Signature.25,0.0545217839763,0.0502567128548
Signature.26,0.0317245462399,0.101423155222
Signature.27,0.0,0.0
Signature.28,0.0193009675524,0.0
Signature.29,0.0,0.0237214675298
Signature.30,0.0261591031729,0.0250551938479
