,11:10:1:3:2:5:4:7:9:8,6
Signature.1,0.0,0.0
Signature.2,0.240161561857,0.0
Signature.3,0.0,0.103519791078
Signature.4,0.0376602174613,0.0
Signature.5,0.0,0.0525495170887
Signature.6,0.0497753738643,0.0
Signature.7,0.0,0.0
Signature.8,0.0328007448484,0.0
Signature.9,0.252952035336,0.0492419922405
Signature.10,0.0,0.0748775540216
Signature.11,0.0136349839199,0.0
Signature.12,0.0165855148993,0.0
Signature.13,0.0,0.0
Signature.14,0.0296123222297,0.0
Signature.15,0.0,0.0191953685042
Signature.16,0.0394281616266,0.0
Signature.17,0.0,0.159463952131
Signature.18,0.0896956815273,0.0
Signature.19,0.0,0.1461175011
Signature.20,0.0,0.0123808204485
Signature.21,0.0103976070348,0.011380039385
Signature.22,0.0416388578874,0.0383104952841
Signature.23,0.056914734027,0.0530136918335
Signature.24,0.0,0.0
Signature.25,0.0286003540412,0.0
Signature.26,0.0,0.0
Signature.27,0.0292982861348,0.0
Signature.28,0.0308435633056,0.279949276886
Signature.29,0.0,0.0
Signature.30,0.0,0.0
