,11:10:1:3:2:5:4:7:6:9,8
Signature.1,0.0,0.0
Signature.2,0.0,0.0
Signature.3,0.0733138001927,0.0
Signature.4,0.0,0.0129770546209
Signature.5,0.0254471963358,0.0
Signature.6,0.0104208664341,0.0
Signature.7,0.397055824646,0.0
Signature.8,0.0,0.0
Signature.9,0.0,0.0
Signature.10,0.121775205889,0.0
Signature.11,0.0,0.0
Signature.12,0.0,0.011590150603
Signature.13,0.0,0.0
Signature.14,0.0154006651217,0.0990739981447
Signature.15,0.0254409769124,0.19870854981
Signature.16,0.0,0.0
Signature.17,0.0,0.0213620643826
Signature.18,0.169235023124,0.031151339443
Signature.19,0.0,0.0
Signature.20,0.0,0.0696198140956
Signature.21,0.0,0.0
Signature.22,0.0579017214525,0.0753440944628
Signature.23,0.0,0.154798523675
Signature.24,0.0205325801419,0.0
Signature.25,0.0,0.0
Signature.26,0.0493781635248,0.108501214722
Signature.27,0.0,0.0540454012976
Signature.28,0.0,0.0524386555115
Signature.29,0.0139583674153,0.110389139232
Signature.30,0.0201396088099,0.0
