,11:10:1:3:2:5:7:6:9,4,8
Signature.1,0.0,0.0,0.0402295076127
Signature.2,0.140638162826,0.0520858130585,0.131753934939
Signature.3,0.0,0.0276181384877,0.0
Signature.4,0.0,0.0,0.0
Signature.5,0.0,0.0,0.0
Signature.6,0.0,0.0304770723035,0.127069688586
Signature.7,0.0,0.0452607477898,0.0667455581493
Signature.8,0.0,0.013901003714,0.0
Signature.9,0.0,0.0,0.0
Signature.10,0.0698358957933,0.112270340774,0.0
Signature.11,0.0118252033479,0.104168655608,0.0
Signature.12,0.0,0.0,0.0
Signature.13,0.0,0.0,0.0
Signature.14,0.0,0.104601376411,0.0241501149272
Signature.15,0.0329331662099,0.102042545565,0.0224764889843
Signature.16,0.0,0.0157140165479,0.0
Signature.17,0.0,0.0,0.0
Signature.18,0.0,0.0,0.169489712386
Signature.19,0.165016601514,0.0,0.0186046893228
Signature.20,0.0636876992584,0.0,0.0458694654277
Signature.21,0.0,0.0685133598909,0.127721112448
Signature.22,0.0941836129086,0.0,0.0
Signature.23,0.0,0.173032587528,0.0
Signature.24,0.207046346185,0.0,0.0105591575686
Signature.25,0.0223722637035,0.0,0.0993683623193
Signature.26,0.0198632428747,0.0,0.0
Signature.27,0.0311810895626,0.0308373990027,0.0220559376497
Signature.28,0.0,0.103105890762,0.0
Signature.29,0.112743311138,0.0,0.0939062696793
Signature.30,0.028673404678,0.0163710525569,0.0
