,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0261891252761
Signature.2,0.0557619273684
Signature.3,0.0317691910887
Signature.4,0.0191863417833
Signature.5,0.0
Signature.6,0.107656162677
Signature.7,0.0
Signature.8,0.0512726523267
Signature.9,0.0220731444142
Signature.10,0.0416065198058
Signature.11,0.0269548693938
Signature.12,0.264504415444
Signature.13,0.0117443726405
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0900640045069
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0830254528937
Signature.22,0.0192563838489
Signature.23,0.0147942163438
Signature.24,0.0
Signature.25,0.0377755992795
Signature.26,0.0141116665562
Signature.27,0.0
Signature.28,0.0194008136255
Signature.29,0.0
Signature.30,0.0628531407269
