,11:10:1:3:2:5:4:7:9:8,6
Signature.1,0.0194569123807,0.0837023906685
Signature.2,0.0,0.0823374271421
Signature.3,0.0,0.0
Signature.4,0.0261401115533,0.0368235061348
Signature.5,0.290363268498,0.0431463795003
Signature.6,0.03549185145,0.0
Signature.7,0.0,0.0
Signature.8,0.0,0.0
Signature.9,0.0,0.0
Signature.10,0.0,0.0228867783583
Signature.11,0.0,0.0
Signature.12,0.0,0.121504849312
Signature.13,0.0258281397224,0.0699123631876
Signature.14,0.125442092805,0.0212643962863
Signature.15,0.0,0.0
Signature.16,0.0,0.0
Signature.17,0.0,0.0
Signature.18,0.420617344032,0.0544011585404
Signature.19,0.0,0.0
Signature.20,0.0,0.317916798102
Signature.21,0.0,0.0
Signature.22,0.0,0.0114483521499
Signature.23,0.0235567227625,0.0366620023792
Signature.24,0.0219584335193,0.0229742371971
Signature.25,0.0,0.0
Signature.26,0.0111451232764,0.0116955237482
Signature.27,0.0,0.0
Signature.28,0.0,0.0633238372932
Signature.29,0.0,0.0
Signature.30,0.0,0.0
