,11:10:1:3:2:5:4:7:9:8,6
Signature.1,0.303482296777,0.208468038389
Signature.2,0.0128743244919,0.0
Signature.3,0.039580037821,0.0
Signature.4,0.0,0.0167543446647
Signature.5,0.0116851944062,0.0
Signature.6,0.0,0.0
Signature.7,0.0,0.0
Signature.8,0.0,0.0
Signature.9,0.0419628314347,0.0563530312655
Signature.10,0.0,0.0482760871758
Signature.11,0.113581183087,0.0622470558343
Signature.12,0.0,0.0
Signature.13,0.0,0.17764640793
Signature.14,0.013629611705,0.0
Signature.15,0.013989886814,0.0
Signature.16,0.0,0.0
Signature.17,0.136050102315,0.0
Signature.18,0.0,0.0
Signature.19,0.190880002893,0.0155425419318
Signature.20,0.0,0.0
Signature.21,0.0209445517094,0.184512793569
Signature.22,0.0313549847893,0.0167424272904
Signature.23,0.025658157853,0.0
Signature.24,0.0,0.0842561286884
Signature.25,0.0,0.0210280485911
Signature.26,0.0,0.0890186659761
Signature.27,0.0,0.0
Signature.28,0.0,0.0
Signature.29,0.0443268339041,0.0191544286937
Signature.30,0.0,0.0
