,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0122205042605
Signature.2,0.0994137610224
Signature.3,0.0159129608756
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0137748867242
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0369653833067
Signature.10,0.0119467474093
Signature.11,0.123513213652
Signature.12,0.0246615162333
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0212699034453
Signature.19,0.0
Signature.20,0.0253879560292
Signature.21,0.0362564488476
Signature.22,0.353474289535
Signature.23,0.0
Signature.24,0.0953917135061
Signature.25,0.0232650421611
Signature.26,0.0254764522049
Signature.27,0.0
Signature.28,0.0255464455428
Signature.29,0.0555227752434
Signature.30,0.0
