,11:10:13:12:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0976024603461
Signature.3,0.0
Signature.4,0.0210206197862
Signature.5,0.0
Signature.6,0.0120283746732
Signature.7,0.0
Signature.8,0.0157500102946
Signature.9,0.0211712837488
Signature.10,0.068795986997
Signature.11,0.0690047288673
Signature.12,0.0
Signature.13,0.1673267658
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0232564332884
Signature.17,0.0
Signature.18,0.0792131824349
Signature.19,0.150456903021
Signature.20,0.01896180479
Signature.21,0.0308047484176
Signature.22,0.0413659642992
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0597658594361
Signature.26,0.0
Signature.27,0.0691467458645
Signature.28,0.0
Signature.29,0.0195516805849
Signature.30,0.0347764473506
