,11:3:2:5:4:6:9:8,10,1,7
Signature.1,0.0,0.0,0.0,0.0
Signature.2,0.0754910208735,0.0,0.0255904879561,0.0
Signature.3,0.0,0.0172397959154,0.0,0.0
Signature.4,0.0139299067827,0.0,0.0,0.0233601925368
Signature.5,0.0132803527292,0.0,0.0173053481128,0.0118659146091
Signature.6,0.0597262188717,0.0237359403909,0.43417954883,0.0
Signature.7,0.0580676862422,0.0,0.0,0.510971160526
Signature.8,0.0,0.119848348471,0.0,0.0
Signature.9,0.0,0.0939329571856,0.0,0.0140123273433
Signature.10,0.0696339368549,0.0415310800488,0.0344848885483,0.0
Signature.11,0.0,0.0,0.116267937785,0.0858196299873
Signature.12,0.0,0.423874256374,0.0,0.0
Signature.13,0.0,0.0,0.0,0.0
Signature.14,0.0,0.0156845422456,0.0,0.0
Signature.15,0.047366423815,0.0736817363238,0.0,0.0160578716952
Signature.16,0.0268548032238,0.0272770839167,0.0,0.0
Signature.17,0.0795131129713,0.0,0.0,0.0
Signature.18,0.0,0.0,0.0,0.0
Signature.19,0.0186444408658,0.0,0.0,0.0561003582925
Signature.20,0.0,0.0431604398141,0.0,0.0
Signature.21,0.0,0.0838621408433,0.0,0.0
Signature.22,0.0,0.0147997896526,0.0157872563882,0.0
Signature.23,0.0,0.0,0.058896049543,0.0462930717392
Signature.24,0.352375981763,0.0213718888183,0.071118138482,0.0
Signature.25,0.0850179114107,0.0,0.0,0.0
Signature.26,0.0162039912611,0.0,0.0839039746883,0.17009353154
Signature.27,0.0619752413252,0.0,0.0732671037712,0.0
Signature.28,0.0,0.0,0.0320576677752,0.0470235258129
Signature.29,0.0,0.0,0.0,0.0
Signature.30,0.0219189710103,0.0,0.0371415981195,0.0184024159181
