,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0182342476246
Signature.2,0.0
Signature.3,0.0138812553094
Signature.4,0.0667134173474
Signature.5,0.109298132293
Signature.6,0.0
Signature.7,0.208653509822
Signature.8,0.0
Signature.9,0.0388294630756
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0688422138138
Signature.13,0.0
Signature.14,0.0127837078824
Signature.15,0.260546932182
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0198725359175
Signature.19,0.0520879585879
Signature.20,0.0
Signature.21,0.0134683679021
Signature.22,0.0
Signature.23,0.0261341230658
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0467606428456
Signature.27,0.0158398718058
Signature.28,0.0
Signature.29,0.0280536205256
Signature.30,0.0
