,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0474322876131
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.10579131438
Signature.8,0.0136905086288
Signature.9,0.272941654195
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0114354605775
Signature.13,0.0152911814287
Signature.14,0.0320501473971
Signature.15,0.0859339938723
Signature.16,0.0589125192855
Signature.17,0.0
Signature.18,0.0122766936736
Signature.19,0.0
Signature.20,0.0
Signature.21,0.047374106406
Signature.22,0.0
Signature.23,0.0150082221482
Signature.24,0.0131172566614
Signature.25,0.169839806741
Signature.26,0.0116688305014
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0872360164906
Signature.30,0.0
