,11:10:13:12:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.102737553174
Signature.3,0.0
Signature.4,0.0
Signature.5,0.384013650407
Signature.6,0.0272388535077
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0181766101742
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0164169181997
Signature.15,0.0
Signature.16,0.0
Signature.17,0.145185234061
Signature.18,0.0
Signature.19,0.0372043318107
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.138667305532
Signature.26,0.0682929294487
Signature.27,0.0347630874157
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0273035262693
