,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0229084501824
Signature.3,0.0
Signature.4,0.0597166486195
Signature.5,0.0
Signature.6,0.126963293485
Signature.7,0.214913481747
Signature.8,0.0232565765778
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0653731350489
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0850770766258
Signature.17,0.0
Signature.18,0.182361300107
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0632836800963
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0710835068418
Signature.26,0.033800323226
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0408223140175
Signature.30,0.010440213425
