,11:10:1:3:2:5:4:7:6:8,9
Signature.1,0.0232715936719,0.0195377547597
Signature.2,0.0,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.0
Signature.5,0.0,0.0
Signature.6,0.0,0.0
Signature.7,0.0,0.0
Signature.8,0.0,0.0447553782403
Signature.9,0.0,0.0
Signature.10,0.0,0.0
Signature.11,0.0,0.0
Signature.12,0.0,0.0
Signature.13,0.0104745692394,0.0
Signature.14,0.0414580611737,0.148340664881
Signature.15,0.0675559071424,0.0
Signature.16,0.0,0.0126955584951
Signature.17,0.0337938066423,0.0150462713311
Signature.18,0.0,0.0
Signature.19,0.0737221758942,0.0
Signature.20,0.0128636061184,0.121383767659
Signature.21,0.0,0.0
Signature.22,0.163489359909,0.0
Signature.23,0.0694494985641,0.128832374534
Signature.24,0.0,0.116331038037
Signature.25,0.0,0.0
Signature.26,0.0,0.20879077523
Signature.27,0.0172302060687,0.152942026556
Signature.28,0.475640803514,0.0313443902787
Signature.29,0.0,0.0
Signature.30,0.0110504120626,0.0
