,11:10:13:12:1:3:2:5:4:7:6:9:8
Signature.1,0.175588392791
Signature.2,0.0
Signature.3,0.0895833188772
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.119943291653
Signature.8,0.0
Signature.9,0.0282619521705
Signature.10,0.0140310932052
Signature.11,0.0
Signature.12,0.270339569076
Signature.13,0.0
Signature.14,0.0307298516493
Signature.15,0.0
Signature.16,0.0625083444402
Signature.17,0.0129429945143
Signature.18,0.0
Signature.19,0.119460266001
Signature.20,0.0
Signature.21,0.0416310269426
Signature.22,0.0
Signature.23,0.0110216827756
Signature.24,0.0
Signature.25,0.0134769623392
Signature.26,0.0104812535651
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
