,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.03684251493
Signature.3,0.0
Signature.4,0.0
Signature.5,0.147094821248
Signature.6,0.0
Signature.7,0.0999068542718
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0724478557185
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0307363801912
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.116931666671
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0165148341176
Signature.22,0.0
Signature.23,0.0
Signature.24,0.385712520246
Signature.25,0.0583476240037
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0221998862952
Signature.30,0.0132650423064
