,11:10:1:3:2:5:4:7:6:8,9
Signature.1,0.0261896283021,0.0328309980437
Signature.2,0.0,0.0
Signature.3,0.212249560701,0.0
Signature.4,0.0514277989373,0.0
Signature.5,0.0,0.066138698488
Signature.6,0.0509796557359,0.0195204317573
Signature.7,0.0,0.0
Signature.8,0.0,0.0
Signature.9,0.0,0.0700634346412
Signature.10,0.0311513455841,0.26568279488
Signature.11,0.0106333211773,0.0228288225184
Signature.12,0.0,0.0180766380915
Signature.13,0.0,0.0136194338734
Signature.14,0.0,0.0110342646371
Signature.15,0.0514647383092,0.0
Signature.16,0.0,0.0
Signature.17,0.213092226083,0.0
Signature.18,0.013026743494,0.0906082388442
Signature.19,0.0,0.0
Signature.20,0.0,0.0
Signature.21,0.0,0.055988669551
Signature.22,0.0,0.174276553292
Signature.23,0.0,0.159331021382
Signature.24,0.0307429019185,0.0
Signature.25,0.0258857994574,0.0
Signature.26,0.0,0.0
Signature.27,0.19537535947,0.0
Signature.28,0.0,0.0
Signature.29,0.0877809208301,0.0
Signature.30,0.0,0.0
