,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.011941978962
Signature.6,0.105859047574
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0360911301603
Signature.10,0.0410348742654
Signature.11,0.0
Signature.12,0.0649849614652
Signature.13,0.0
Signature.14,0.197223412679
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0205690348069
Signature.18,0.0839132439303
Signature.19,0.0427981417993
Signature.20,0.0
Signature.21,0.0653913389369
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0245016405861
Signature.25,0.0766365100287
Signature.26,0.0
Signature.27,0.0781645866416
Signature.28,0.0711348750227
Signature.29,0.0619307089651
Signature.30,0.0178245141758
