,11:10:13:12:1:3:2:5:4:7:6:9:8
Signature.1,0.140672916662
Signature.2,0.0
Signature.3,0.0262395506519
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0104925937895
Signature.7,0.0
Signature.8,0.0213872783143
Signature.9,0.119734330788
Signature.10,0.0
Signature.11,0.0
Signature.12,0.078780138844
Signature.13,0.0186761634252
Signature.14,0.0283071235754
Signature.15,0.03444110359
Signature.16,0.0
Signature.17,0.0224032054171
Signature.18,0.026537247033
Signature.19,0.0
Signature.20,0.221516523517
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0
Signature.24,0.045976632755
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0661015399892
Signature.30,0.138733651648
