,11:10:1:3:2:5:4:6:9:8,7
Signature.1,0.0815637435881,0.175453286967
Signature.2,0.0,0.119122731844
Signature.3,0.0,0.0
Signature.4,0.0,0.0
Signature.5,0.0,0.162148271449
Signature.6,0.0,0.0
Signature.7,0.0167697028391,0.0
Signature.8,0.26513105413,0.0
Signature.9,0.0217089157796,0.0790512533113
Signature.10,0.0,0.0234581439913
Signature.11,0.0120195419029,0.0
Signature.12,0.0,0.0266579301819
Signature.13,0.0204847671901,0.0
Signature.14,0.0,0.0290768097311
Signature.15,0.0,0.0
Signature.16,0.0598481546431,0.0
Signature.17,0.0365766430417,0.0
Signature.18,0.15397541426,0.0869976531121
Signature.19,0.0,0.0
Signature.20,0.0,0.104898115529
Signature.21,0.0,0.0132060531856
Signature.22,0.0659822508641,0.0
Signature.23,0.0415491579182,0.0190465551145
Signature.24,0.0,0.0180516573545
Signature.25,0.0570465824962,0.03850241386
Signature.26,0.0141487839399,0.0
Signature.27,0.0,0.0
Signature.28,0.0,0.0
Signature.29,0.0336047159455,0.0519978324841
Signature.30,0.119590571462,0.0523312918848
