,11:1:3:2:5:4:7:6:9:8,10
Signature.1,0.0245918043145,0.0
Signature.2,0.06759258968,0.0
Signature.3,0.0,0.0
Signature.4,0.0222791094703,0.0
Signature.5,0.0737007836273,0.0
Signature.6,0.0,0.0
Signature.7,0.17516695905,0.254289128903
Signature.8,0.0,0.0296962959745
Signature.9,0.0135346556924,0.0957774975203
Signature.10,0.0,0.0263091661343
Signature.11,0.0103127280026,0.0411900763067
Signature.12,0.0,0.0373765592537
Signature.13,0.0253112110157,0.0
Signature.14,0.0,0.064297294862
Signature.15,0.0318200140424,0.0912738260767
Signature.16,0.0,0.0294598346079
Signature.17,0.0716446003146,0.0
Signature.18,0.0,0.0
Signature.19,0.0412515319218,0.0172340051826
Signature.20,0.0520505419418,0.011051764299
Signature.21,0.0397547678613,0.0
Signature.22,0.0,0.0
Signature.23,0.13586911396,0.0
Signature.24,0.0524419788924,0.0
Signature.25,0.162677610213,0.0122309930626
Signature.26,0.0,0.110179162496
Signature.27,0.0,0.0
Signature.28,0.0,0.0
Signature.29,0.0,0.179634395321
Signature.30,0.0,0.0
