,11:10:13:12:1:3:2:5:4:7:6:9:8
Signature.1,0.0157171773973
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0863087745089
Signature.5,0.0
Signature.6,0.0
Signature.7,0.114214084631
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.233289465468
Signature.19,0.267034586331
Signature.20,0.0
Signature.21,0.0160670107316
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.149105699876
Signature.26,0.0845590384431
Signature.27,0.0
Signature.28,0.0194186720001
Signature.29,0.014285490613
Signature.30,0.0
