,11:10:1:3:2:5:4:6:8,7,9
Signature.1,0.0,0.0,0.0
Signature.2,0.0,0.0,0.09015439233
Signature.3,0.0412048240038,0.0289867746659,0.0
Signature.4,0.0595629137092,0.0,0.0347431207198
Signature.5,0.015249272415,0.0,0.0
Signature.6,0.0136208419054,0.034942168067,0.159619580757
Signature.7,0.0,0.131230258939,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.0,0.048388550144,0.0
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.0638363674331,0.0
Signature.12,0.0140259674277,0.0,0.0190054725658
Signature.13,0.0,0.0570087261809,0.165389407882
Signature.14,0.0,0.0205266845162,0.0148594044921
Signature.15,0.0609602575702,0.050477373051,0.0
Signature.16,0.0273851694034,0.0203901954715,0.0456056241153
Signature.17,0.0,0.0,0.0370782425255
Signature.18,0.0,0.0191786118526,0.0
Signature.19,0.0,0.0,0.0
Signature.20,0.0,0.0,0.0553991820283
Signature.21,0.0,0.0,0.0
Signature.22,0.0,0.118221288122,0.0808281131872
Signature.23,0.113238942615,0.0,0.0298529623489
Signature.24,0.0942178948389,0.0,0.0
Signature.25,0.505306353818,0.209490384671,0.0421642138743
Signature.26,0.0,0.0,0.0
Signature.27,0.0212113337351,0.0,0.0
Signature.28,0.0190726273914,0.0345276127031,0.172509860417
Signature.29,0.014943601166,0.162795004182,0.03032959731
Signature.30,0.0,0.0,0.0224608254469
