,11:1:3:5:4:6:9:8,10,2,7
Signature.1,0.0,0.0,0.0,0.0
Signature.2,0.0,0.0,0.0397932456609,0.0
Signature.3,0.0,0.223921449626,0.191238535026,0.0
Signature.4,0.0,0.0362976549726,0.100537047901,0.0
Signature.5,0.0,0.0,0.0,0.0
Signature.6,0.0,0.0,0.0,0.0
Signature.7,0.0443022450842,0.0,0.0473438150302,0.0
Signature.8,0.0844183862764,0.0,0.147438484469,0.0
Signature.9,0.0166860368262,0.0,0.0,0.0
Signature.10,0.0163852078558,0.0,0.136858646923,0.0201969681695
Signature.11,0.0,0.124179500338,0.0,0.291613253603
Signature.12,0.353206795596,0.0374258043316,0.0,0.0
Signature.13,0.0,0.0,0.0,0.0
Signature.14,0.0,0.0646239295706,0.0587181521477,0.219581985909
Signature.15,0.143793468524,0.0194051784833,0.0,0.0
Signature.16,0.0,0.0873948067225,0.0120278310785,0.0135300255541
Signature.17,0.0,0.0,0.0,0.201877540765
Signature.18,0.076879752206,0.0151884289587,0.0371948052147,0.0
Signature.19,0.0,0.0371272347054,0.0560960475201,0.0
Signature.20,0.0,0.271479291542,0.0,0.0148929606978
Signature.21,0.0,0.0,0.0252460343374,0.0929743092995
Signature.22,0.0,0.0,0.0,0.0
Signature.23,0.0,0.0174709641235,0.0,0.0
Signature.24,0.0,0.0227723006239,0.0,0.145332956001
Signature.25,0.0,0.0114176004302,0.015572203984,0.0
Signature.26,0.194464925977,0.0,0.0,0.0
Signature.27,0.0,0.0312958555717,0.0501761801493,0.0
Signature.28,0.0698631816537,0.0,0.0,0.0
Signature.29,0.0,0.0,0.0320123613482,0.0
Signature.30,0.0,0.0,0.0497466092116,0.0
