,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.171698051518
Signature.2,0.0183287801554
Signature.3,0.0
Signature.4,0.0
Signature.5,0.103367607259
Signature.6,0.262273417699
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0382432917468
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0459074815668
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0660089406767
Signature.21,0.170411062465
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0812855060699
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0424758608443
Signature.30,0.0
