,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.124269902168
Signature.2,0.0
Signature.3,0.0977625539424
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.355331712144
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0950204362773
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0617361452029
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0332186247358
Signature.22,0.0150667872998
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0115619808412
Signature.26,0.0955581017409
Signature.27,0.0893684125461
Signature.28,0.0211053431012
Signature.29,0.0
Signature.30,0.0
