,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0713701100792
Signature.2,0.0
Signature.3,0.0437702002109
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0383169931085
Signature.10,0.0804885248275
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.381494203021
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0244162385085
Signature.18,0.0
Signature.19,0.049823695298
Signature.20,0.106406844305
Signature.21,0.0193383257598
Signature.22,0.0
Signature.23,0.108984809744
Signature.24,0.0
Signature.25,0.0330777125018
Signature.26,0.0
Signature.27,0.0165857418791
Signature.28,0.0
Signature.29,0.0259266007575
Signature.30,0.0
