,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0144839403233
Signature.2,0.0
Signature.3,0.0379627988455
Signature.4,0.0
Signature.5,0.0
Signature.6,0.125511028438
Signature.7,0.0
Signature.8,0.0250003353602
Signature.9,0.0
Signature.10,0.0150579439297
Signature.11,0.0
Signature.12,0.0
Signature.13,0.258832629405
Signature.14,0.221806971253
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0236138520433
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0540040265991
Signature.22,0.0152642496799
Signature.23,0.0
Signature.24,0.157894569199
Signature.25,0.0181058439567
Signature.26,0.0
Signature.27,0.0
Signature.28,0.032461810968
Signature.29,0.0
Signature.30,0.0
