,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.121642394988
Signature.4,0.0
Signature.5,0.0277844233761
Signature.6,0.0467824184224
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0400993481893
Signature.10,0.0238296906879
Signature.11,0.0595952586146
Signature.12,0.0526640088457
Signature.13,0.0284428868583
Signature.14,0.0451877278636
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0791166042432
Signature.20,0.0910715886341
Signature.21,0.0
Signature.22,0.102144994606
Signature.23,0.0505259532184
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0776846287417
Signature.28,0.127029355721
Signature.29,0.0263987169897
Signature.30,0.0
