,11:10:13:12:1:3:2:5:7:9:8,4,6
Signature.1,0.0,0.0,0.0
Signature.2,0.0336600685234,0.0467655026646,0.0
Signature.3,0.0,0.0,0.0
Signature.4,0.109015745106,0.231316302578,0.0
Signature.5,0.0284343680651,0.0,0.0
Signature.6,0.0,0.0,0.0362616214613
Signature.7,0.0,0.0379289534322,0.355262310069
Signature.8,0.159034028905,0.0,0.0112360192273
Signature.9,0.0134672595363,0.0,0.0
Signature.10,0.0691459754088,0.0,0.0
Signature.11,0.0141733149626,0.0126156805755,0.0
Signature.12,0.0,0.0,0.0179557390411
Signature.13,0.0,0.0,0.0319652411455
Signature.14,0.030815832168,0.105770067719,0.0130610079537
Signature.15,0.0,0.0427130795336,0.0
Signature.16,0.0,0.0,0.0124691202616
Signature.17,0.0270190938496,0.105744312263,0.290787253113
Signature.18,0.0,0.0,0.121723834031
Signature.19,0.0,0.223555133065,0.0
Signature.20,0.249597391542,0.0263190318415,0.0
Signature.21,0.0,0.0,0.0
Signature.22,0.0,0.0145522338926,0.0107123903986
Signature.23,0.026274836705,0.0,0.0183325555546
Signature.24,0.0364983848956,0.0,0.0
Signature.25,0.0155986957449,0.0177887309984,0.0215798432975
Signature.26,0.0140667093748,0.0,0.0
Signature.27,0.0,0.0789714615052,0.0
Signature.28,0.150275076119,0.0133375363556,0.0586530644465
Signature.29,0.0,0.0108084743138,0.0
Signature.30,0.022923219093,0.0318134992621,0.0
